station,user,start
1031,797052345,111
10001,478846183,28
10001,664580027,41
10001,704819386,674
10001,796041462,520
10006,439801855,4
10006,454421110,847
10006,476608293,16
10006,488879496,1
10006,503637794,1
10006,504608432,138
10006,504801551,8869
10006,506333446,16
10006,555048431,50
10006,555084632,2
10006,555252669,13
10006,555264521,9
10006,555594030,1
10006,567956678,81
10006,597680594,129
10006,602543660,72
10006,603621479,23
10006,603629703,2323
10006,603682913,273
10006,610849348,216
10006,613627040,2615
10006,613662966,21
10006,613670341,3
10006,613673007,46
10006,624614336,101
10006,624654813,36
10006,625366844,114
10006,633603390,84
10006,633639284,533
10006,633692981,18
10006,634591297,583
10006,644801599,199
10006,654583208,308
10006,654597347,178
10006,654640749,29
10006,654695876,1766
10006,662472872,250
10006,664616078,1
10006,674262151,23
10006,674678410,24
10006,684033982,1
10006,684591096,601
10006,684679504,17
10006,694502078,942
10006,703635544,48
10006,703639088,107
10006,703673314,5
10006,704572811,26
10006,704814141,25
10006,704816324,188
10006,704838799,28
10006,734503520,678
10006,754034492,20
10006,763713235,30
10006,763746292,5
10006,766624699,35
10006,766801784,20
10006,766875529,3
10006,766877679,15
10006,783459214,85
10006,796006946,19
10006,796064111,13
10006,796090050,371
10006,796105461,67
10006,796217108,3
10006,796681458,14
10006,796799777,4
10006,796991718,2045
10010,503222677,5
10010,503643331,142
10010,504517292,3
10010,504842664,107
10010,562762091,14
10010,603656238,3
10010,604806117,14
10010,604808213,57
10010,604809418,1
10010,604884769,470
10010,613606378,429
10010,613606810,16
10010,613609081,81
10010,613646880,36
10010,613665439,1
10010,624513151,570
10010,624519804,58
10010,633632348,326
10010,633653291,36
10010,634620862,104
10010,634880568,20
10010,641079999,12
10010,644510739,17
10010,644569139,1
10010,644571744,2
10010,644578827,20
10010,644607017,1
10010,644608817,1
10010,644615060,10
10010,644642146,247
10010,644685529,1213
10010,653545198,1
10010,654524591,14
10010,654552009,1123
10010,654570360,179
10010,654583868,88
10010,654589747,1267
10010,654594609,94
10010,654618797,2
10010,654635399,94
10010,654657804,19
10010,654658304,33
10010,654662298,88
10010,664591302,17
10010,674666411,1074
10010,684603638,29
10010,684607698,43
10010,684632848,13
10010,694503933,27
10010,694516117,10
10010,694613708,22
10010,703608569,140
10010,703624113,22
10010,703627024,163
10010,703628781,14
10010,703677456,2
10010,703680909,34
10010,703686068,4
10010,704503916,1
10010,704509082,56
10010,704806771,334
10010,704809862,3
10010,704812127,4
10010,704835674,3
10010,704849578,45
10010,737304385,1658
10010,763618699,138
10010,764058871,817
10010,766818074,1068
10010,766826474,17
10010,766861769,74
10010,766883353,26
10010,767335777,16
10010,789609198,124
10010,796013722,7
10010,796026033,15
10010,796058927,6
10010,796065954,6
10010,796071880,9
10010,796095552,20
10010,796097546,20
10010,796210520,3
10010,796230772,74
10010,796607300,3
10010,796621227,31
10010,796651416,84
10010,796671616,3
10010,796790999,119
10014,604844248,18
10014,634519722,27
10014,654600141,101
10014,654606489,350
10014,684653433,15
10014,684654089,53
10014,763402068,4
10014,766902485,298
10014,766902866,353
10014,796142988,618
10014,796204137,506
10014,796204998,9
10014,796736160,187
10014,796750196,119
10022,481567444,256
10022,503651405,83
10022,503652115,1
10022,503652369,18
10022,503654017,35
10022,503654336,6
10022,503655193,301
10022,503655723,68
10022,503658705,255
10022,503659707,127
10022,503659868,935
10022,503661050,6
10022,503661098,639
10022,503672234,1416
10022,503672480,316
10022,503672999,108
10022,504516827,68
10022,504518264,115
10022,504811308,352
10022,504811674,2854
10022,504815119,1051
10022,504820931,123
10022,583231559,3
10022,583262581,2
10022,614504291,4
10022,614518530,1
10022,615723736,51
10022,624605850,16
10022,633646098,17
10022,633678671,48
10022,633678868,17
10022,633679029,1688
10022,634511909,365
10022,634812241,1
10022,634888182,31
10022,634888482,202
10022,634888647,35
10022,634888681,31
10022,644517062,24
10022,644563869,89
10022,644564067,232
10022,644564827,122
10022,644565868,125
10022,644566877,228
10022,644567557,123
10022,644568077,1523
10022,644568219,28
10022,644573035,6
10022,644573703,29
10022,644574205,7
10022,654209677,928
10022,654508436,44
10022,654512677,41
10022,654512690,8
10022,654513017,2069
10022,654596144,53
10022,654596279,1
10022,654606727,477
10022,654607777,2132
10022,654623157,118
10022,674507310,182
10022,674507511,102
10022,674507632,14
10022,694511466,3
10022,694511606,81
10022,694511891,401
10022,703668371,169
10022,703668996,16
10022,704518372,1
10022,704848129,45
10022,763407429,78
10022,763407629,129
10022,763446449,29
10022,766930166,4
10022,766965512,19
10022,766966882,32
10022,766996088,36
10022,767000177,67
10022,767000667,501
10022,767000757,14063
10022,796126726,176
10022,796149165,9
10022,796149266,4
10022,796195987,22
10022,796200024,8
10022,796224997,231
10022,796227721,45
10022,796227799,21
10022,796424079,15
10022,796706222,768
10022,796731107,2312
10022,796742044,75
10022,796766863,18
10023,427913447,42
10023,504843945,1
10023,592001027,39
10023,633689738,23
10023,654667318,192
10023,756793083,217
10027,421332806,1
10027,421336148,2
10027,424260201,174
10027,434532256,336
10027,439118574,2
10027,503614186,6
10027,503614252,9
10027,503663437,21
10027,504512114,1
10027,504845010,232
10027,511667071,2
10027,524812179,1
10027,555331414,16
10027,555391961,21
10027,581520666,3
10027,584634836,71
10027,604514814,9
10027,604804571,73
10027,604844977,31
10027,613613649,1
10027,613619157,11
10027,613623168,8
10027,613630185,133
10027,613661787,3534
10027,614511671,39
10027,624608260,493
10027,633607949,16473
10027,633650306,353
10027,633662477,153
10027,633672219,253
10027,644510169,47
10027,644573976,4
10027,654398310,148
10027,654531730,8
10027,654550094,120
10027,654556721,8
10027,654588448,313
10027,654614184,9
10027,654625401,68
10027,664605800,15
10027,664616831,475
10027,674631929,16
10027,674656299,779
10027,674680211,30
10027,684510048,2
10027,684624117,60
10027,703605974,2
10027,703613394,5
10027,704503138,2387
10027,704510849,38
10027,704511547,113
10027,704808319,4
10027,704810831,108
10027,704841889,33
10027,704850860,571
10027,752056995,88
10027,763686263,173
10027,766824457,1
10027,766828000,2652
10027,766857509,46
10027,766860871,17
10027,766865157,56
10027,766869692,42
10027,766883348,393
10027,766887834,569
10027,766897288,47
10027,796063353,10
10027,796078767,7
10027,796080411,1376
10027,796080711,6
10027,796087620,140
10027,796128888,27
10027,796199999,24
10027,796610637,183
10027,796610811,142
10027,796612647,3415
10027,796614612,6
10027,796622240,2
10027,796731170,33
10027,796786263,2
10027,796826287,138
10027,796826561,4
10027,796829483,208
10038,555003949,28
10038,603689692,340
10038,604513687,153
10038,604807804,6
10038,613604989,2
10038,613659674,29
10038,613676642,22
10038,613676704,576
10038,624879033,1
10038,633642055,46
10038,633642869,253
10038,634805964,18
10038,644588455,132
10038,654621368,599
10038,664606098,787
10038,664620788,106
10038,674193023,112
10038,681567794,286
10038,684603894,125
10038,684640827,276
10038,704516066,1032
10038,704517093,4
10038,704518433,2
10038,704584538,142
10038,766866230,834
10038,766891982,23
10038,766996968,11
10038,796032083,7
10038,796087865,24
10038,796088507,264
10038,796094633,3
10038,796100195,29
10038,796166444,339
10038,796617674,199
10038,796632726,627
10038,796656601,51
10038,796675957,2
10041,555568611,30
10041,604508079,99
10041,613617568,11
10041,654536372,31
10041,694559946,270
10041,703651229,13
10041,735155444,496
10041,766556644,8
10041,796230117,5
10043,421350396,4
10043,432009014,995
10043,439739904,148
10043,472566983,2
10043,501057834,2
10043,503689336,643
10043,504845950,85
10043,514659995,1
10043,521794996,33
10043,552422338,6
10043,555334148,139
10043,574283421,121
10043,601214383,177
10043,603627299,50
10043,603629920,154
10043,603640888,168
10043,603673086,60
10043,604506237,3259
10043,604512309,120
10043,604875101,23
10043,613607372,103
10043,613608743,26
10043,613615839,39
10043,613619416,3
10043,613625888,4
10043,613637110,11
10043,613643196,2
10043,613672643,376
10043,624517292,7
10043,624606573,24
10043,630386919,20
10043,630399183,621
10043,632264677,66
10043,633634895,17
10043,633640601,294
10043,634811050,191
10043,644604492,175
10043,650847348,17
10043,654523945,154
10043,654545977,45
10043,654562479,24
10043,654637834,49
10043,654647020,73
10043,654690519,15
10043,660046010,11
10043,664512266,62
10043,684629394,117
10043,694505042,207
10043,703602794,74
10043,703623681,347
10043,703660220,573
10043,704812469,37
10043,704848051,57
10043,704850850,2
10043,756567589,80
10043,760681670,157
10043,766824715,774
10043,766832367,655
10043,766839332,537
10043,766859481,5
10043,766874444,27
10043,766876281,242
10043,766947766,2
10043,766981312,133
10043,789881636,10
10043,796061989,628
10043,796076794,5
10043,796089877,5
10043,796095222,29
10043,796601392,24
10043,796608549,168
10043,796618470,1122
10043,796625003,532
10043,796625100,294
10043,796638195,306
10043,796653534,22
10043,796656824,10
10043,796664272,66
10043,796683985,142
10043,796827922,41
10043,796829427,19
10047,503670978,39
10047,564876071,5
10047,603677165,72
10047,604814864,228
10047,604816425,1378
10047,634601252,67
10047,654572678,3
10047,654572880,646
10047,654691396,18
10047,684580726,266
10047,684663340,14
10047,694516668,293
10047,703604456,17
10047,766998312,1
10047,766999106,22
10047,796125747,73
10047,796232164,2
10047,796714007,8
10047,796762464,13
10049,633624041,12
10049,633628660,674
10049,633643639,180
10049,644207710,42
10049,684624003,5921
10049,703622404,545
10049,756894111,10
10050,423141306,28
10050,503652047,64
10050,503652471,126
10050,503654733,412
10050,504517245,166
10050,504517374,99
10050,504518488,2837
10050,633678122,1509
10050,634511606,5
10050,634812304,28
10050,644563864,608
10050,644565349,3
10050,644573998,1
10050,654640974,3
10050,796199242,10
10050,796201090,957
10050,796224215,24
10050,796706511,66
10050,796730345,63
10050,796798318,924
10050,796799030,94
10050,796802366,278
10054,520315821,30
10054,578592797,1741
10054,604511403,13
10054,604521100,24
10054,633661987,294
10054,654548848,10
10054,654570343,1004
10054,665056925,22
10054,684637299,132
10054,796074330,835
10063,410245922,22
10063,504801537,92
10063,504805624,2543
10063,555484333,4
10063,613627533,1675
10063,613656212,7
10063,613657629,51
10063,624503646,115
10063,624514060,32
10063,624514500,1
10063,633604874,336
10063,633673848,1
10063,654521924,4
10063,654569639,128
10063,654569672,81
10063,654684861,7
10063,664615980,1
10063,674685474,1
10063,674694514,420
10063,684555673,5
10063,684621368,249
10063,684630264,622
10063,694510273,2
10063,703633682,73
10063,704846522,52
10063,704850877,87
10063,766809929,12
10063,766854261,752
10063,766869865,1494
10063,766936556,23
10063,796021710,528
10063,796022089,1
10063,796067512,1482
10063,796073490,33
10063,796083708,27
10063,796083984,203
10063,796197271,33
10063,796201197,55
10063,796210043,7
10063,796621456,335
10063,796668300,1398
10063,796673735,1343
10063,796789111,3
10065,603684789,42
10065,613644103,1
10065,633686601,23
10065,654630310,32
10065,674656444,3
10065,674658950,1667
10065,684665160,374
10065,694556766,976
10065,703659763,24
10065,718589985,135
10065,763428611,83
10065,766906570,7
10065,796719324,214
10069,417563777,6
10069,503652988,74
10069,503654138,64
10069,503656190,808
10069,503656214,10
10069,503658708,142
10069,633678122,62
10069,633679051,7
10069,644562316,102
10069,644564939,25
10069,654550899,124
10069,693351581,6
10069,766922807,42
10069,796028456,63
10069,796127544,1
10069,796127989,118
10069,796199762,37
10069,796605934,1088
10071,414425458,9
10071,418232963,7
10071,423162658,3
10071,479979999,1
10071,503634407,16
10071,503661183,19
10071,504502204,219
10071,504511217,1
10071,504519693,69
10071,513340760,71
10071,514656520,9
10071,555455477,160
10071,558035888,2
10071,603618338,9
10071,604654347,533
10071,613400297,281
10071,613601837,8
10071,613605218,10
10071,614612567,51
10071,624599416,46
10071,633618708,38
10071,634821027,8
10071,634821635,55
10071,634849851,90
10071,641258740,16
10071,644508329,18
10071,644596915,77
10071,644609715,277
10071,645000614,11
10071,654505587,38
10071,654519111,12
10071,654671296,269
10071,661164605,80
10071,664610950,2027
10071,674502409,71
10071,674635143,319
10071,674640404,44
10071,674653127,39
10071,674659716,40
10071,674662746,3
10071,674688020,2
10071,684629436,6
10071,684632040,6
10071,703663213,9
10071,704514741,44
10071,704552942,565
10071,704819032,2
10071,704847819,31
10071,754543044,1199
10071,763441013,5
10071,763467713,134
10071,763799302,36
10071,766814631,41
10071,766822526,36
10071,766869042,1
10071,766970006,11
10071,772979373,7
10071,796004210,12
10071,796006752,467
10071,796042777,17
10071,796058624,3
10071,796091680,44
10071,796125861,124
10071,796385807,10
10071,796519639,80
10071,796610495,223
10071,796630055,242
10071,796647305,139
10071,796658945,1977
10071,796696060,7
10071,796728990,6
10071,796811611,494
10072,466375778,1
10072,478846183,9
10072,503627775,2
10072,503632097,111
10072,503679291,1
10072,504544509,11
10072,504859938,6
10072,512652879,14
10072,512663663,286
10072,512684797,9
10072,555192408,81
10072,555244338,19
10072,555259305,20
10072,555264521,24
10072,555271842,2
10072,555326556,261
10072,555369238,11
10072,555379008,10
10072,555399799,11
10072,555423387,1
10072,573961197,17
10072,596916298,42
10072,603653730,3
10072,604021939,2
10072,604263429,1
10072,604514010,1
10072,604557494,191
10072,604583424,4
10072,604816205,44
10072,604848852,10
10072,604859976,362
10072,604860278,7
10072,613630354,10
10072,613677554,206
10072,613678208,3
10072,624559610,1
10072,624583556,1
10072,630583772,27
10072,633642510,16
10072,634554724,21
10072,634604646,2
10072,634604695,4
10072,634816159,31
10072,634889331,53
10072,644546439,27
10072,644570947,1629
10072,644652027,104
10072,654556308,23
10072,654621865,11
10072,654637241,111
10072,664550682,1
10072,674633494,12
10072,684666477,8
10072,695588222,6
10072,703616152,35
10072,704507167,4
10072,704515522,29
10072,704551811,86
10072,704568033,2
10072,704852929,21
10072,704878822,190
10072,722463171,266
10072,763435753,51
10072,763443244,118
10072,763632873,5
10072,763654441,406
10072,763756966,20
10072,766861395,2
10072,766893001,305
10072,785551720,7
10072,796037270,21
10072,796135821,4
10072,796138611,2
10072,796140188,16
10072,796140208,1895
10072,796492691,2
10072,796766398,6
10072,796820851,3
10077,489045551,1
10077,503615326,18
10077,503652614,1
10077,504815001,57
10077,603607485,32
10077,613617646,105
10077,613622034,2
10077,613629578,345
10077,613630496,33
10077,613654692,1260
10077,614521038,1
10077,624504800,212
10077,633624602,29
10077,633647762,3
10077,644501959,3
10077,654503977,1296
10077,654564726,283
10077,654659886,49
10077,674660753,1229
10077,694503158,5
10077,703626108,46
10077,766816941,2
10077,766852296,33
10077,766881265,80
10077,796094223,5
10077,796155121,7
10077,796618104,3
10077,796623210,57
10077,796682101,2945
10077,796684744,2
10077,796812274,9
10079,796224265,1
10091,514574661,4
10091,603695795,6
10091,654508677,4
10091,654595122,22
10091,763450983,2504
10091,766867818,346
10091,766910623,13
10091,796682059,21
10095,420462516,142
10095,430472959,1
10095,433467665,12
10095,464715337,4
10095,503641224,2
10095,504505033,1
10095,504506722,19
10095,559170072,3
10095,566582237,4
10095,576331000,6
10095,581790591,29
10095,603666859,598
10095,633685236,93
10095,633694567,1
10095,654508566,3
10095,654572285,2
10095,660659345,24
10095,671355544,28
10095,684620335,13
10095,694618901,1
10095,701054606,13
10095,704889162,4
10095,717645269,5
10095,734702666,12
10095,766931663,132
10095,766946084,3
10095,766989914,59
10095,766993158,31
10095,785937724,47
10095,796109448,10
10095,796194977,184
10095,796195020,18
10095,796644011,37
10095,796647620,5
10095,796648091,2
10095,796650776,4
10095,796799742,302
10095,798168169,12
10097,504804953,634
10097,603601599,79
10097,603602778,79
10097,603604016,53
10097,603609371,1
10097,614509649,73
10097,614509835,8
10097,614597666,668
10097,633657408,64
10097,633660782,118
10097,633686736,125
10097,634521030,8
10097,634558590,5
10097,634602300,117
10097,634605292,31
10097,634618871,218
10097,654535141,96
10097,654535599,42
10097,654626098,19
10097,654697328,92
10097,654699385,28
10097,674658446,577
10097,684655624,36
10097,694552113,671
10097,694553941,3
10097,694560438,15
10097,694560576,120
10097,694623728,3055
10097,703657293,70
10097,703676774,53
10097,755577456,28
10097,763403116,51
10097,763403335,16
10097,763445197,6
10097,763775228,335
10097,766906434,7
10097,766932734,99
10097,796101319,3
10097,796101858,8
10097,796611210,7
10098,633678833,153
10098,654515215,5
10098,796199566,5
10102,405151825,4
10102,514653691,54
10102,522407455,265
10102,604801856,1
10102,613620777,8
10102,613659817,1
10102,654686839,1297
10102,674678549,1838
10102,703614444,15
10102,703632103,7
10102,704702758,38
10102,796100787,7
10104,416168850,1
10104,416196660,1
10104,417551071,18
10104,472469407,18
10104,503661583,112
10104,568863010,374
10104,604510560,287
10104,604810933,36
10104,604884981,1
10104,613661451,7341
10104,613665618,650
10104,613670703,793
10104,633602787,178
10104,633616622,138
10104,634502361,88
10104,641012051,28
10104,644503119,1088
10104,644553026,5
10104,654656317,7
10104,654662564,2
10104,664602432,18
10104,664668385,17
10104,674631852,342
10104,684631986,967
10104,684635643,230
10104,694517076,14
10104,704817272,297
10104,763449824,49
10104,766819295,22
10104,766851706,4
10104,766853569,2
10104,766878166,53
10105,524859667,6
10105,613609513,1
10105,654522631,608
10105,654568765,2969
10105,684602243,5
10105,694651576,33
10105,704512569,12
10105,766864171,8
10105,796008088,973
10109,427706900,19
10109,483192314,1
10109,503694450,31
10109,504814273,12
10109,512608898,23
10109,512617397,62
10109,512659969,214
10109,555018173,6
10109,555038561,109
10109,555053394,99
10109,555062388,64
10109,555183149,5
10109,555380758,48
10109,604571891,167
10109,614502743,41
10109,614691632,165
10109,624544176,143
10109,624649561,59
10109,633691058,87
10109,634601126,126
10109,634656002,3
10109,644111473,50
10109,645537442,2
10109,654601086,227
10109,654622994,23
10109,654640500,167
10109,654694800,98
10109,654698262,15
10109,654698417,2614
10109,691535256,3
10109,694651958,4588
10109,703240283,18
10109,719703789,41
10109,720442300,1
10109,734511812,41
10109,734542430,27
10109,763434970,2
10109,763434982,4
10109,763685999,198
10109,766712345,95
10109,766810350,22
10109,766913255,21
10109,766913270,145
10109,766914108,4
10109,766920069,310
10109,766978402,121
10109,766978981,36
10109,766984238,97
10109,796136797,52
10109,796137894,62
10109,796148537,6954
10109,796717519,218
10109,796722603,25
10109,796781497,3
10112,438556452,480
10112,465446098,9
10112,503637149,101
10112,504924566,2
10112,540156744,392
10112,552843385,2326
10112,555006316,49
10112,555296773,268
10112,555327889,82
10112,555478331,70
10112,601630554,24
10112,604804330,6
10112,604806802,24
10112,604884265,56
10112,604885036,5
10112,613601410,10
10112,613609440,22
10112,613611027,36
10112,613611527,31
10112,613623782,7
10112,613632244,1
10112,613647716,54
10112,613651467,1
10112,613665007,4
10112,613668384,97
10112,613680900,28
10112,614503732,109
10112,624611540,14
10112,633626744,2
10112,633627675,103
10112,633643334,300
10112,633650266,173
10112,633669942,27
10112,644503823,21
10112,644679788,48
10112,654320867,133
10112,654570914,148
10112,654582712,93
10112,654583812,194
10112,654603310,91
10112,654614445,25
10112,654660412,1172
10112,654664468,23
10112,654686206,16
10112,654700475,174
10112,664503133,162
10112,664507292,5
10112,664612086,327
10112,674613188,2
10112,674627588,13
10112,674646073,241
10112,684518108,26
10112,694501762,58
10112,695423153,1
10112,703601473,4
10112,703622012,1
10112,703626623,82
10112,703628653,8
10112,703639222,11
10112,703683097,15
10112,703689012,294
10112,704502911,48
10112,704503098,7
10112,704505681,16
10112,704510368,14
10112,704513516,380
10112,704813553,253
10112,704849326,937
10112,766813439,4
10112,766816696,30
10112,766857788,85
10112,766873478,1
10112,766880710,5
10112,774488888,93
10112,796004637,17
10112,796157117,50
10112,796605310,16
10112,796617271,1
10112,796633842,2
10112,796640108,865
10112,796652740,347
10112,796673432,68
10112,796683982,3
10112,796810930,5
10112,796829879,120
10113,503607950,16
10113,503609580,18
10113,503619367,2
10113,613654519,8
10113,633663623,903
10113,644583697,13
10113,654514587,62
10113,654597403,694
10113,664508337,85
10113,674519674,85
10113,684506938,766
10113,684617835,5909
10113,703617056,19
10113,703637105,62
10113,763445638,514
10113,766947601,1
10113,766954951,187
10113,766986574,647
10113,796121213,1
10113,796122087,101
10113,796171184,5
10113,796205396,103
10113,796641431,201
10113,796738138,36
10113,796769404,548
10113,796784268,167
10119,402155042,146
10119,431148902,2612
10119,439405333,56
10119,484539878,2
10119,501261434,6
10119,502868666,10
10119,503681534,1
10119,503689076,77
10119,504512279,36
10119,504518377,4
10119,504817168,9
10119,504842668,10
10119,504848915,1
10119,504889639,54
10119,520928557,117
